feedback_id,faculty_id,course_id,course_name,week_number,student_id,rating,feedback_comment,sentiment_score,sentiment_label,teaching_clarity_score,engagement_score,pace_score,syllabus_coverage_perception,section,semester,program
699,301,MTH101,Calculus,5,S4908,2,"The pace is too fast, making the class hard to understand. The class environment was encouraging.",-0.266,Negative,3,3,4,3,C,3,B.Tech
700,301,MTH101,Calculus,5,S3293,4,Explains concepts very effectively with relatable examples. The teaching style influenced my learning positively.,0.553,Positive,5,4,4,2,B,3,B.Tech
701,318,ME301,Machine Design,1,S1624,5,I enjoy attending this class; explanations are very crisp. I would appreciate more doubt-solving time.,1,Positive,5,5,5,5,A,1,B.Tech
702,318,ME301,Machine Design,1,S1581,3,Explains concepts very effectively with relatable examples. The teaching style influenced my learning positively.,0.245,Positive,1,4,2,3,A,1,B.Tech
703,318,ME301,Machine Design,1,S3490,5,Concepts are broken down in a simple and logical manner. This is for the course Structural Analysis.,0.944,Positive,5,5,5,4,B,1,B.Tech
704,318,ME301,Machine Design,1,S1210,5,Concepts are broken down in a simple and logical manner. I would appreciate more doubt-solving time.,0.785,Positive,5,4,5,3,B,1,B.Tech
705,318,ME301,Machine Design,1,S1112,5,Explains concepts very effectively with relatable examples. The teaching style influenced my learning positively.,1,Positive,5,5,4,4,B,1,B.Tech
706,318,ME301,Machine Design,1,S4142,4,The pace of teaching is comfortable and structured. This is for the course Structural Analysis.,0.371,Positive,4,4,5,4,B,1,B.Tech
707,318,ME301,Machine Design,1,S0837,2,Doubts are not clarified properly during lectures. The session covered important fundamentals.,-0.514,Negative,1,1,2,2,B,1,B.Tech
708,318,ME301,Machine Design,1,S3037,4,The pace of teaching is comfortable and structured. This is for the course Structural Analysis.,0.342,Positive,4,4,4,4,A,1,B.Tech
709,318,ME301,Machine Design,1,S2679,5,Explains concepts very effectively with relatable examples. I would appreciate more doubt-solving time.,1,Positive,5,3,5,3,C,1,B.Tech
710,318,ME301,Machine Design,1,S2788,4,Explains concepts very effectively with relatable examples. The topic flow felt slightly abrupt.,0.462,Positive,4,4,5,5,A,1,B.Tech
711,318,ME301,Machine Design,2,S3243,4,The classes are very clear and engaging. This is for the course Structural Analysis.,0.395,Positive,3,1,3,5,C,1,B.Tech
712,318,ME301,Machine Design,2,S2286,4,The sessions are well-organized and engaging. The session coverage was appropriate.,0.624,Positive,5,5,4,3,A,1,B.Tech
713,318,ME301,Machine Design,2,S0968,5,I enjoy attending this class; explanations are very crisp. The session covered important fundamentals.,0.816,Positive,4,5,5,5,C,1,B.Tech
714,318,ME301,Machine Design,2,S2160,3,Examples are insufficient and unclear. The teaching style influenced my learning positively.,-0.277,Negative,4,5,4,2,B,1,B.Tech
715,318,ME301,Machine Design,2,S2453,4,The classes are very clear and engaging. This is for the course Structural Analysis.,0.545,Positive,4,5,4,5,C,1,B.Tech
716,318,ME301,Machine Design,2,S4066,5,I enjoy attending this class; explanations are very crisp. The examples used were memorable.,1,Positive,5,5,4,4,C,1,B.Tech
717,318,ME301,Machine Design,2,S3160,3,The course delivery is moderate and could be improved. The topic flow felt slightly abrupt.,0.194,Neutral,4,2,3,3,A,1,B.Tech
718,318,ME301,Machine Design,2,S1475,3,Teaching needs major improvement. This is for the course Structural Analysis.,-0.37,Negative,4,3,4,3,A,1,B.Tech
719,318,ME301,Machine Design,2,S0253,3,The class is okay but can be more interactive. The session covered important fundamentals.,-0.013,Neutral,3,4,3,3,B,1,B.Tech
720,318,ME301,Machine Design,2,S4320,4,Concepts are broken down in a simple and logical manner. The lecture pacing affected my understanding.,0.335,Positive,4,3,3,4,C,1,B.Tech
721,318,ME301,Machine Design,3,S3977,4,I enjoy attending this class; explanations are very crisp. The topic flow felt slightly abrupt.,0.307,Positive,3,5,4,4,C,1,B.Tech
722,318,ME301,Machine Design,3,S4407,5,The professor motivates us and clears doubts patiently. The lecture pacing affected my understanding.,1,Positive,5,4,5,5,B,1,B.Tech
723,318,ME301,Machine Design,3,S2333,4,The classes are very clear and engaging. The topic flow felt slightly abrupt.,0.587,Positive,5,5,4,4,A,1,B.Tech
724,318,ME301,Machine Design,3,S4023,3,Some topics are clear while others require better explanation. The topic flow felt slightly abrupt.,0.077,Neutral,5,4,3,3,A,1,B.Tech
725,318,ME301,Machine Design,3,S3210,2,Struggle to understand most concepts in class. This is for the course Structural Analysis.,-0.592,Negative,3,2,2,3,C,1,B.Tech
726,318,ME301,Machine Design,3,S4498,5,The classes are very clear and engaging. The examples used were memorable.,0.821,Positive,5,4,5,4,C,1,B.Tech
727,318,ME301,Machine Design,3,S4361,4,The professor motivates us and clears doubts patiently. The session covered important fundamentals.,0.72,Positive,4,5,4,3,C,1,B.Tech
728,318,ME301,Machine Design,3,S3470,4,"One of the best courses, very well taught. The session covered important fundamentals.",0.648,Positive,5,4,3,4,B,1,B.Tech
729,318,ME301,Machine Design,3,S1791,4,The sessions are well-organized and engaging. I would appreciate more doubt-solving time.,0.708,Positive,4,5,5,4,C,1,B.Tech
730,318,ME301,Machine Design,3,S0968,3,I understand most topics but sometimes feel disconnected. The teaching style influenced my learning positively.,0.125,Neutral,2,3,3,3,C,1,B.Tech
731,318,ME301,Machine Design,4,S0864,3,Satisfactory experience but needs improvement in clarity. The topic flow felt slightly abrupt.,0.198,Neutral,4,3,3,4,B,1,B.Tech
732,318,ME301,Machine Design,4,S3993,5,The sessions are well-organized and engaging.,1,Positive,5,5,5,5,B,1,B.Tech
733,318,ME301,Machine Design,4,S0258,5,The classes are very clear and engaging. The session coverage was appropriate.,0.754,Positive,5,5,5,5,A,1,B.Tech
734,318,ME301,Machine Design,4,S4766,4,Concepts are broken down in a simple and logical manner. The teaching style influenced my learning positively.,0.453,Positive,4,5,3,4,B,1,B.Tech
735,318,ME301,Machine Design,4,S2374,4,The professor motivates us and clears doubts patiently. The class environment was encouraging.,0.402,Positive,4,3,4,4,C,1,B.Tech
736,318,ME301,Machine Design,4,S0742,5,The professor motivates us and clears doubts patiently. I would appreciate more doubt-solving time.,0.961,Positive,5,5,4,4,B,1,B.Tech
737,318,ME301,Machine Design,4,S3055,3,"The course is fine, but teaching could be more structured. The session coverage was appropriate.",-0.024,Neutral,3,3,2,3,A,1,B.Tech
738,318,ME301,Machine Design,4,S0742,4,The classes are very clear and engaging. The class environment was encouraging.,0.812,Positive,4,5,4,4,C,1,B.Tech
739,318,ME301,Machine Design,4,S2241,4,The classes are very clear and engaging. The class environment was encouraging.,0.544,Positive,3,5,4,4,C,1,B.Tech
740,318,ME301,Machine Design,4,S4954,3,"Sometimes the pace is fast, but manageable overall. The lecture pacing affected my understanding.",0.14,Neutral,5,2,2,2,A,1,B.Tech
741,318,ME301,Machine Design,5,S4903,4,"One of the best courses, very well taught. The teaching style influenced my learning positively.",0.752,Positive,4,4,5,4,C,1,B.Tech
742,318,ME301,Machine Design,5,S1031,4,The classes are very clear and engaging. The session covered important fundamentals.,0.361,Positive,4,4,4,3,B,1,B.Tech
743,318,ME301,Machine Design,5,S2419,3,The class is okay but can be more interactive. The session coverage was appropriate.,-0.071,Neutral,2,3,2,4,B,1,B.Tech
744,318,ME301,Machine Design,5,S3775,3,Teaching quality is acceptable but could be better. The examples used were memorable.,-0.134,Neutral,3,2,2,3,B,1,B.Tech
745,318,ME301,Machine Design,5,S4612,4,Amazing clarity and teaching methodology. The lecture pacing affected my understanding.,0.492,Positive,5,4,4,4,C,1,B.Tech
746,318,ME301,Machine Design,5,S3259,5,Concepts are broken down in a simple and logical manner. The examples used were memorable.,0.899,Positive,5,5,4,5,A,1,B.Tech
747,318,ME301,Machine Design,5,S2862,5,The classes are very clear and engaging. The examples used were memorable.,0.858,Positive,5,5,3,5,A,1,B.Tech
748,318,ME301,Machine Design,5,S4950,4,The sessions are well-organized and engaging. The class environment was encouraging.,0.395,Positive,5,5,4,5,A,1,B.Tech
749,318,ME301,Machine Design,5,S3096,4,Concepts are broken down in a simple and logical manner. The topic flow felt slightly abrupt.,0.648,Positive,3,5,4,4,A,1,B.Tech
750,318,ME301,Machine Design,5,S3587,3,Teaching needs major improvement. The teaching style influenced my learning positively.,-0.277,Negative,2,4,3,5,A,1,B.Tech
751,338,ME101,Thermodynamics,1,S3299,5,The professor motivates us and clears doubts patiently. This is for the course Structural Analysis.,0.775,Positive,5,5,5,4,C,1,B.Tech
752,338,ME101,Thermodynamics,1,S0281,5,Concepts are broken down in a simple and logical manner. The lecture pacing affected my understanding.,0.8,Positive,5,5,5,5,B,1,B.Tech
753,338,ME101,Thermodynamics,1,S2970,4,I enjoy attending this class; explanations are very crisp. The teaching style influenced my learning positively.,0.549,Positive,3,4,3,4,C,1,B.Tech
754,338,ME101,Thermodynamics,1,S1683,4,The sessions are well-organized and engaging. This is for the course Structural Analysis.,0.427,Positive,3,4,3,5,C,1,B.Tech
755,338,ME101,Thermodynamics,1,S1618,5,Concepts are broken down in a simple and logical manner. The session coverage was appropriate.,0.967,Positive,5,5,4,5,A,1,B.Tech
756,338,ME101,Thermodynamics,1,S3606,5,The pace of teaching is comfortable and structured.,0.912,Positive,4,4,4,5,A,1,B.Tech
757,338,ME101,Thermodynamics,1,S3283,4,Amazing clarity and teaching methodology. The topic flow felt slightly abrupt.,0.516,Positive,5,3,5,5,B,1,B.Tech
758,338,ME101,Thermodynamics,1,S3329,3,"The course is fine, but teaching could be more structured. The lecture pacing affected my understanding.",0.021,Neutral,3,3,4,4,A,1,B.Tech
759,338,ME101,Thermodynamics,1,S0739,3,The class is okay but can be more interactive. The class environment was encouraging.,0.152,Neutral,4,2,4,1,C,1,B.Tech
760,338,ME101,Thermodynamics,1,S4735,3,Satisfactory experience but needs improvement in clarity. The session covered important fundamentals.,-0.028,Neutral,2,4,3,3,B,1,B.Tech
761,338,ME101,Thermodynamics,2,S4837,3,Some topics are clear while others require better explanation.,0.078,Neutral,2,4,3,3,B,1,B.Tech
762,338,ME101,Thermodynamics,2,S4669,2,The course feels unorganized and confusing. The class environment was encouraging.,-0.247,Negative,2,1,1,1,C,1,B.Tech
763,338,ME101,Thermodynamics,2,S3580,5,Amazing clarity and teaching methodology. The topic flow felt slightly abrupt.,0.86,Positive,5,3,4,5,C,1,B.Tech
764,338,ME101,Thermodynamics,2,S1891,4,The pace of teaching is comfortable and structured. The examples used were memorable.,0.662,Positive,5,5,4,4,C,1,B.Tech
765,338,ME101,Thermodynamics,2,S4875,3,I understand most topics but sometimes feel disconnected. The examples used were memorable.,-0.174,Neutral,3,2,1,2,B,1,B.Tech
766,338,ME101,Thermodynamics,2,S1210,3,Some topics are clear while others require better explanation. The topic flow felt slightly abrupt.,0.06,Neutral,3,2,4,2,A,1,B.Tech
767,338,ME101,Thermodynamics,2,S1531,5,The classes are very clear and engaging. The examples used were memorable.,0.587,Positive,4,5,5,5,B,1,B.Tech
768,338,ME101,Thermodynamics,2,S2093,3,Teaching quality is acceptable but could be better. The session coverage was appropriate.,-0.195,Neutral,3,1,2,2,B,1,B.Tech
769,338,ME101,Thermodynamics,2,S4704,4,Amazing clarity and teaching methodology. The class environment was encouraging.,0.64,Positive,3,3,4,4,A,1,B.Tech
770,338,ME101,Thermodynamics,2,S2514,3,The sessions are well-organized and engaging. The session coverage was appropriate.,0.224,Positive,4,3,2,3,A,1,B.Tech
771,338,ME101,Thermodynamics,3,S4774,4,The professor motivates us and clears doubts patiently.,0.43,Positive,4,4,5,3,C,1,B.Tech
772,338,ME101,Thermodynamics,3,S4206,4,Amazing clarity and teaching methodology. The examples used were memorable.,0.422,Positive,3,4,5,5,C,1,B.Tech
773,338,ME101,Thermodynamics,3,S1774,1,Slides are read without proper explanation. The topic flow felt slightly abrupt.,-0.975,Negative,2,1,2,1,B,1,B.Tech
774,338,ME101,Thermodynamics,3,S0947,3,Teaching quality is acceptable but could be better. The session coverage was appropriate.,-0.157,Neutral,3,3,2,3,A,1,B.Tech
775,338,ME101,Thermodynamics,3,S4064,5,I enjoy attending this class; explanations are very crisp. I would appreciate more doubt-solving time.,1,Positive,5,5,4,5,B,1,B.Tech
776,338,ME101,Thermodynamics,3,S3064,4,I enjoy attending this class; explanations are very crisp. The session covered important fundamentals.,0.538,Positive,5,4,3,5,C,1,B.Tech
777,338,ME101,Thermodynamics,3,S0612,3,Teaching quality is acceptable but could be better. The class environment was encouraging.,-0.009,Neutral,5,3,3,3,B,1,B.Tech
778,338,ME101,Thermodynamics,3,S1109,5,I enjoy attending this class; explanations are very crisp. I would appreciate more doubt-solving time.,0.998,Positive,4,5,5,5,B,1,B.Tech
779,338,ME101,Thermodynamics,3,S1073,5,The professor motivates us and clears doubts patiently. The session coverage was appropriate.,0.704,Positive,5,5,5,5,B,1,B.Tech
780,338,ME101,Thermodynamics,3,S3782,3,The class is okay but can be more interactive. The session covered important fundamentals.,-0.102,Neutral,2,2,3,2,A,1,B.Tech
781,338,ME101,Thermodynamics,4,S2373,4,Interactive teaching style helps in understanding topics better. The session covered important fundamentals.,0.494,Positive,5,4,4,2,A,1,B.Tech
782,338,ME101,Thermodynamics,4,S2804,4,The sessions are well-organized and engaging. The teaching style influenced my learning positively.,0.373,Positive,5,4,4,5,A,1,B.Tech
783,338,ME101,Thermodynamics,4,S4560,2,Examples are insufficient and unclear. The class environment was encouraging.,-0.263,Negative,2,2,2,2,A,1,B.Tech
784,338,ME101,Thermodynamics,4,S2176,5,The professor motivates us and clears doubts patiently. The lecture pacing affected my understanding.,0.917,Positive,5,5,4,5,B,1,B.Tech
785,338,ME101,Thermodynamics,4,S0934,5,Amazing clarity and teaching methodology. The class environment was encouraging.,0.733,Positive,4,5,5,5,A,1,B.Tech
786,338,ME101,Thermodynamics,4,S0366,4,Interactive teaching style helps in understanding topics better. The teaching style influenced my learning positively.,0.621,Positive,4,5,4,4,A,1,B.Tech
787,338,ME101,Thermodynamics,4,S0863,4,Concepts are broken down in a simple and logical manner. I would appreciate more doubt-solving time.,0.741,Positive,5,4,3,4,A,1,B.Tech
788,338,ME101,Thermodynamics,4,S2640,4,The classes are very clear and engaging. The session covered important fundamentals.,0.46,Positive,4,3,3,5,B,1,B.Tech
789,338,ME101,Thermodynamics,4,S2874,4,The sessions are well-organized and engaging. The teaching style influenced my learning positively.,0.418,Positive,2,4,5,3,B,1,B.Tech
790,338,ME101,Thermodynamics,4,S3686,2,"Very little interaction, topics feel incomplete. The class environment was encouraging.",-0.377,Negative,2,2,2,3,C,1,B.Tech
791,338,ME101,Thermodynamics,5,S2265,3,Interactive teaching style helps in understanding topics better. The session covered important fundamentals.,0.241,Positive,4,4,4,4,B,1,B.Tech
792,338,ME101,Thermodynamics,5,S1299,5,The pace of teaching is comfortable and structured. The session covered important fundamentals.,0.852,Positive,5,5,4,5,B,1,B.Tech
793,338,ME101,Thermodynamics,5,S0217,4,The pace of teaching is comfortable and structured. The lecture pacing affected my understanding.,0.726,Positive,3,5,4,4,C,1,B.Tech
794,338,ME101,Thermodynamics,5,S2780,4,Concepts are broken down in a simple and logical manner. The teaching style influenced my learning positively.,0.43,Positive,4,4,3,2,B,1,B.Tech
795,338,ME101,Thermodynamics,5,S3430,5,The sessions are well-organized and engaging. The examples used were memorable.,0.961,Positive,5,4,5,5,B,1,B.Tech
796,338,ME101,Thermodynamics,5,S2173,4,"One of the best courses, very well taught. I would appreciate more doubt-solving time.",0.338,Positive,4,4,5,4,A,1,B.Tech
797,338,ME101,Thermodynamics,5,S4163,4,The professor motivates us and clears doubts patiently. The session coverage was appropriate.,0.717,Positive,2,4,3,3,C,1,B.Tech
798,338,ME101,Thermodynamics,5,S1324,4,The pace of teaching is comfortable and structured. The lecture pacing affected my understanding.,0.485,Positive,4,4,4,5,A,1,B.Tech
799,338,ME101,Thermodynamics,5,S0029,5,The professor motivates us and clears doubts patiently. This is for the course Structural Analysis.,0.723,Positive,4,5,5,5,B,1,B.Tech
800,338,ME101,Thermodynamics,5,S1152,4,Concepts are broken down in a simple and logical manner. The session covered important fundamentals.,0.625,Positive,3,5,4,3,B,1,B.Tech
801,130,CHM201,Organic Chemistry,1,S4315,2,"Very little interaction, topics feel incomplete. The session coverage was appropriate.",-0.626,Negative,3,2,2,1,A,1,B.Tech
802,130,CHM201,Organic Chemistry,1,S2848,3,More real-life examples could improve understanding.,-0.078,Neutral,2,3,2,3,B,1,B.Tech
803,130,CHM201,Organic Chemistry,1,S0443,3,I understand most topics but sometimes feel disconnected. This is for the course Calculus.,0.195,Neutral,4,4,2,1,A,1,B.Tech
804,130,CHM201,Organic Chemistry,1,S1824,3,Satisfactory experience but needs improvement in clarity. The session covered important fundamentals.,0.043,Neutral,2,3,4,3,A,1,B.Tech
805,130,CHM201,Organic Chemistry,1,S2808,3,The course delivery is moderate and could be improved.,-0.015,Neutral,3,3,3,4,C,1,B.Tech
806,130,CHM201,Organic Chemistry,1,S2718,4,Explains concepts very effectively with relatable examples. The lecture pacing affected my understanding.,0.455,Positive,4,5,5,4,C,1,B.Tech
807,130,CHM201,Organic Chemistry,1,S4598,4,"One of the best courses, very well taught. This is for the course Calculus.",0.443,Positive,3,4,4,4,C,1,B.Tech
808,130,CHM201,Organic Chemistry,1,S4999,3,The class is okay but can be more interactive. The session coverage was appropriate.,0.019,Neutral,4,2,4,2,A,1,B.Tech
809,130,CHM201,Organic Chemistry,1,S1620,3,"Sometimes the pace is fast, but manageable overall. The examples used were memorable.",-0.171,Neutral,3,4,1,2,A,1,B.Tech
810,130,CHM201,Organic Chemistry,1,S0066,4,"One of the best courses, very well taught. The topic flow felt slightly abrupt.",0.516,Positive,4,3,3,4,B,1,B.Tech
811,130,CHM201,Organic Chemistry,2,S1081,4,The classes are very clear and engaging. The teaching style influenced my learning positively.,0.635,Positive,4,5,5,3,B,1,B.Tech
812,130,CHM201,Organic Chemistry,2,S1660,4,Concepts are broken down in a simple and logical manner. This is for the course Calculus.,0.934,Positive,2,3,3,5,A,1,B.Tech
813,130,CHM201,Organic Chemistry,2,S4757,5,The professor motivates us and clears doubts patiently. The session covered important fundamentals.,0.886,Positive,4,5,4,5,B,1,B.Tech
814,130,CHM201,Organic Chemistry,2,S4232,4,Interactive teaching style helps in understanding topics better.,0.48,Positive,5,5,3,5,B,1,B.Tech
815,130,CHM201,Organic Chemistry,2,S4660,4,The course delivery is moderate and could be improved. The lecture pacing affected my understanding.,0.026,Neutral,3,4,5,3,C,1,B.Tech
816,130,CHM201,Organic Chemistry,2,S2942,3,Some topics are clear while others require better explanation.,-0.093,Neutral,4,3,4,2,C,1,B.Tech
817,130,CHM201,Organic Chemistry,2,S4164,5,The sessions are well-organized and engaging.,0.905,Positive,4,5,5,3,B,1,B.Tech
818,130,CHM201,Organic Chemistry,2,S0616,4,The professor motivates us and clears doubts patiently. The teaching style influenced my learning positively.,0.547,Positive,3,4,5,4,B,1,B.Tech
819,130,CHM201,Organic Chemistry,2,S0840,5,Concepts are broken down in a simple and logical manner. The examples used were memorable.,0.995,Positive,5,5,5,5,C,1,B.Tech
820,130,CHM201,Organic Chemistry,2,S2719,4,The classes are very clear and engaging. The examples used were memorable.,0.79,Positive,4,4,4,3,C,1,B.Tech
821,130,CHM201,Organic Chemistry,3,S2643,4,Interactive teaching style helps in understanding topics better. The teaching style influenced my learning positively.,0.627,Positive,4,5,5,3,C,1,B.Tech
822,130,CHM201,Organic Chemistry,3,S2236,5,The pace of teaching is comfortable and structured. I would appreciate more doubt-solving time.,0.895,Positive,5,5,5,5,C,1,B.Tech
823,130,CHM201,Organic Chemistry,3,S3600,4,The professor motivates us and clears doubts patiently. The teaching style influenced my learning positively.,0.509,Positive,4,4,4,5,A,1,B.Tech
824,130,CHM201,Organic Chemistry,3,S2607,4,Concepts are broken down in a simple and logical manner. The session coverage was appropriate.,0.379,Positive,4,4,5,3,B,1,B.Tech
825,130,CHM201,Organic Chemistry,3,S4952,4,Interactive teaching style helps in understanding topics better. The lecture pacing affected my understanding.,0.344,Positive,5,5,3,4,C,1,B.Tech
826,130,CHM201,Organic Chemistry,3,S1102,4,The sessions are well-organized and engaging. The class environment was encouraging.,0.488,Positive,2,4,3,3,A,1,B.Tech
827,130,CHM201,Organic Chemistry,3,S0384,5,Explains concepts very effectively with relatable examples. The session covered important fundamentals.,1,Positive,5,5,4,5,A,1,B.Tech
828,130,CHM201,Organic Chemistry,3,S4659,4,The sessions are well-organized and engaging. The topic flow felt slightly abrupt.,0.58,Positive,5,4,4,4,A,1,B.Tech
829,130,CHM201,Organic Chemistry,3,S0153,3,The course delivery is moderate and could be improved. The topic flow felt slightly abrupt.,0.165,Neutral,4,3,3,3,C,1,B.Tech
830,130,CHM201,Organic Chemistry,3,S3061,4,The sessions are well-organized and engaging. This is for the course Calculus.,0.695,Positive,4,3,3,4,C,1,B.Tech
831,130,CHM201,Organic Chemistry,4,S1582,4,Amazing clarity and teaching methodology. This is for the course Calculus.,0.512,Positive,3,4,4,4,B,1,B.Tech
832,130,CHM201,Organic Chemistry,4,S0368,5,The pace of teaching is comfortable and structured. The topic flow felt slightly abrupt.,0.816,Positive,4,5,4,5,C,1,B.Tech
833,130,CHM201,Organic Chemistry,4,S0065,3,Some topics are clear while others require better explanation. The lecture pacing affected my understanding.,0.138,Neutral,3,4,3,5,A,1,B.Tech
834,130,CHM201,Organic Chemistry,4,S0119,4,Amazing clarity and teaching methodology. The session covered important fundamentals.,0.459,Positive,5,4,5,3,A,1,B.Tech
835,130,CHM201,Organic Chemistry,4,S2529,3,The course delivery is moderate and could be improved. The class environment was encouraging.,-0.02,Neutral,5,3,5,2,A,1,B.Tech
836,130,CHM201,Organic Chemistry,4,S0860,5,"One of the best courses, very well taught. I would appreciate more doubt-solving time.",0.767,Positive,5,5,5,4,C,1,B.Tech
837,130,CHM201,Organic Chemistry,4,S2259,5,The sessions are well-organized and engaging. The session covered important fundamentals.,0.989,Positive,5,5,5,5,C,1,B.Tech
838,130,CHM201,Organic Chemistry,4,S2997,2,Examples are insufficient and unclear. The session covered important fundamentals.,-0.457,Negative,1,3,1,2,C,1,B.Tech
839,130,CHM201,Organic Chemistry,4,S1488,5,The sessions are well-organized and engaging. I would appreciate more doubt-solving time.,0.978,Positive,5,4,5,5,B,1,B.Tech
840,130,CHM201,Organic Chemistry,4,S2884,5,The classes are very clear and engaging. The topic flow felt slightly abrupt.,0.826,Positive,5,4,4,5,C,1,B.Tech
841,130,CHM201,Organic Chemistry,5,S3682,3,More real-life examples could improve understanding. The examples used were memorable.,0.144,Neutral,4,2,3,2,A,1,B.Tech
842,130,CHM201,Organic Chemistry,5,S0284,3,The class is okay but can be more interactive. The session coverage was appropriate.,0.069,Neutral,3,2,3,2,A,1,B.Tech
843,130,CHM201,Organic Chemistry,5,S0472,5,The professor motivates us and clears doubts patiently. The examples used were memorable.,0.894,Positive,5,5,5,5,A,1,B.Tech
844,130,CHM201,Organic Chemistry,5,S3544,5,Concepts are broken down in a simple and logical manner. The examples used were memorable.,1,Positive,3,5,4,4,A,1,B.Tech
845,130,CHM201,Organic Chemistry,5,S4658,4,Concepts are broken down in a simple and logical manner. The class environment was encouraging.,0.626,Positive,4,4,3,3,A,1,B.Tech
846,130,CHM201,Organic Chemistry,5,S0170,3,Some topics are clear while others require better explanation. The class environment was encouraging.,0.043,Neutral,2,3,4,3,B,1,B.Tech
847,130,CHM201,Organic Chemistry,5,S4917,3,The course feels unorganized and confusing. This is for the course Calculus.,-0.37,Negative,2,3,3,3,A,1,B.Tech
848,130,CHM201,Organic Chemistry,5,S4727,2,Examples are insufficient and unclear. The session coverage was appropriate.,-0.268,Negative,3,2,3,2,A,1,B.Tech
849,130,CHM201,Organic Chemistry,5,S2533,4,The sessions are well-organized and engaging. The lecture pacing affected my understanding.,0.555,Positive,4,4,4,4,B,1,B.Tech
850,130,CHM201,Organic Chemistry,5,S0879,4,I enjoy attending this class; explanations are very crisp. The examples used were memorable.,0.601,Positive,4,4,5,4,B,1,B.Tech
851,188,CE301,Geotechnical Engineering,1,S2247,5,The classes are very clear and engaging.,0.776,Positive,5,5,4,5,C,3,B.Tech
852,188,CE301,Geotechnical Engineering,1,S4540,4,Amazing clarity and teaching methodology. I would appreciate more doubt-solving time.,0.304,Positive,5,5,4,5,C,3,B.Tech
853,188,CE301,Geotechnical Engineering,1,S4664,4,Concepts are broken down in a simple and logical manner. The class environment was encouraging.,0.415,Positive,4,3,4,5,A,3,B.Tech
854,188,CE301,Geotechnical Engineering,1,S0586,4,The professor motivates us and clears doubts patiently. I would appreciate more doubt-solving time.,0.494,Positive,3,4,4,4,A,3,B.Tech
855,188,CE301,Geotechnical Engineering,1,S3254,3,Satisfactory experience but needs improvement in clarity. The lecture pacing affected my understanding.,-0.132,Neutral,4,3,3,3,C,3,B.Tech
856,188,CE301,Geotechnical Engineering,1,S4032,3,Some topics are clear while others require better explanation.,0.094,Neutral,4,2,4,3,C,3,B.Tech
857,188,CE301,Geotechnical Engineering,1,S3487,5,Amazing clarity and teaching methodology. This is for the course Algorithms.,0.905,Positive,5,5,5,5,C,3,B.Tech
858,188,CE301,Geotechnical Engineering,1,S0894,5,The professor motivates us and clears doubts patiently. The session covered important fundamentals.,0.774,Positive,4,5,4,5,C,3,B.Tech
859,188,CE301,Geotechnical Engineering,1,S3664,2,Doubts are not clarified properly during lectures. I would appreciate more doubt-solving time.,-0.383,Negative,1,2,1,1,B,3,B.Tech
860,188,CE301,Geotechnical Engineering,1,S3179,3,The professor motivates us and clears doubts patiently. The lecture pacing affected my understanding.,0.326,Positive,3,2,3,2,A,3,B.Tech
861,188,CE301,Geotechnical Engineering,2,S1722,3,The class is okay but can be more interactive. The examples used were memorable.,-0.18,Neutral,2,2,4,4,C,3,B.Tech
862,188,CE301,Geotechnical Engineering,2,S4393,4,"One of the best courses, very well taught.",0.489,Positive,3,3,4,4,C,3,B.Tech
863,188,CE301,Geotechnical Engineering,2,S3577,3,"The course is fine, but teaching could be more structured. The session coverage was appropriate.",-0.006,Neutral,4,2,3,3,C,3,B.Tech
864,188,CE301,Geotechnical Engineering,2,S1938,4,I enjoy attending this class; explanations are very crisp. The topic flow felt slightly abrupt.,0.389,Positive,3,3,4,4,B,3,B.Tech
865,188,CE301,Geotechnical Engineering,2,S3515,3,Some topics are clear while others require better explanation. The examples used were memorable.,0.06,Neutral,3,3,2,3,C,3,B.Tech
866,188,CE301,Geotechnical Engineering,2,S3575,4,Concepts are broken down in a simple and logical manner. The lecture pacing affected my understanding.,0.291,Positive,4,5,3,5,B,3,B.Tech
867,188,CE301,Geotechnical Engineering,2,S2923,5,Interactive teaching style helps in understanding topics better. The examples used were memorable.,0.905,Positive,4,4,5,5,B,3,B.Tech
868,188,CE301,Geotechnical Engineering,2,S4620,5,Interactive teaching style helps in understanding topics better. The lecture pacing affected my understanding.,1,Positive,5,5,5,5,A,3,B.Tech
869,188,CE301,Geotechnical Engineering,2,S1018,5,The pace of teaching is comfortable and structured. The examples used were memorable.,0.878,Positive,5,4,4,5,B,3,B.Tech
870,188,CE301,Geotechnical Engineering,2,S2048,4,The pace of teaching is comfortable and structured. The lecture pacing affected my understanding.,0.231,Positive,4,4,4,3,A,3,B.Tech
871,188,CE301,Geotechnical Engineering,3,S0488,5,Interactive teaching style helps in understanding topics better. The lecture pacing affected my understanding.,0.933,Positive,5,5,5,5,B,3,B.Tech
872,188,CE301,Geotechnical Engineering,3,S4525,5,I enjoy attending this class; explanations are very crisp. This is for the course Algorithms.,0.835,Positive,4,5,4,5,A,3,B.Tech
873,188,CE301,Geotechnical Engineering,3,S2582,5,Explains concepts very effectively with relatable examples. The lecture pacing affected my understanding.,0.905,Positive,5,5,4,5,A,3,B.Tech
874,188,CE301,Geotechnical Engineering,3,S2725,5,Concepts are broken down in a simple and logical manner. The class environment was encouraging.,1,Positive,5,5,4,5,B,3,B.Tech
